"from_npi","to_npi","patient_count","transaction_count","average_day_wait","std_day_wait","hospital_type","pcp_class","pcp_special","to_organization","full_name","credential_text","middle_name","name_prefix_text","name_suffix_text"
"1659514354","1396882205","125","216","4.454","13.507","General Acute Care Hospital","Internal Medicine","Infectious Disease","VANDERBILT UNIVERSITY MEDICAL CENTER","BRYAN HARRIS","M.D.","D","DR.",NULL
"1548251705","1982650024","63","87","40.356","57.103","General Acute Care Hospital","Family Medicine",NULL,"HCA HEALTH SERVICES OF TENNESSEE, INC.","JOHN KANE","MD","LAWRENCE","DR.","III"
"1548251705","1396882205","34","56","36.018","50.979","General Acute Care Hospital","Family Medicine",NULL,"VANDERBILT UNIVERSITY MEDICAL CENTER","JOHN KANE","MD","LAWRENCE","DR.","III"
"1548251705","1306889597","242","551","5.388","20.194","General Acute Care Hospital","Family Medicine",NULL,"VANDERBILT UNIVERSITY MEDICAL CENTER","JOHN KANE","MD","LAWRENCE","DR.","III"
"1104810274","1396882205","164","186","49.844","57.788","General Acute Care Hospital","Internal Medicine","Sleep Medicine","VANDERBILT UNIVERSITY MEDICAL CENTER","JAMES HAYNES","MD","BREVARD","DR.",NULL
"1952590705","1396882205","111","164","31.195","39.76","General Acute Care Hospital","Internal Medicine","Hematology & Oncology","VANDERBILT UNIVERSITY MEDICAL CENTER","OLAIDE AJAYI","M.D.","IFELOLA",NULL,NULL
"1952590705","1629025648","47","64","38","48.165","General Acute Care Hospital","Internal Medicine","Hematology & Oncology","SAINT THOMAS WEST HOSPITAL","OLAIDE AJAYI","M.D.","IFELOLA",NULL,NULL
"1952590705","1023055126","63","87","35.563","45.575","General Acute Care Hospital","Internal Medicine","Hematology & Oncology","HCA HEALTH SERVICES OF TENNESSEE, INC.","OLAIDE AJAYI","M.D.","IFELOLA",NULL,NULL
"1841418860","1780778969","73","98","38.949","53.853","General Acute Care Hospital","Internal Medicine",NULL,"SAINT THOMAS WEST HOSPITAL","RODNEY LEWIS","M.D.","P",NULL,NULL
"1215017330","1396882205","545","738","4.149","17.228","General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","VANDERBILT UNIVERSITY MEDICAL CENTER","HENRY JENNINGS","MD","S","MR.","III"
"1700852688","1396882205","69","119","31.815","36.76","General Acute Care Hospital","Family Medicine",NULL,"VANDERBILT UNIVERSITY MEDICAL CENTER","CARLO PIKE","D.O.","L","DR.",NULL
"1235238676","1396882205","1002","1092","3.679","11.198","General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","VANDERBILT UNIVERSITY MEDICAL CENTER","WARREN CAMPBELL","MD",NULL,NULL,NULL
"1790001410","1396882205","91","123","4.74","7.345","General Acute Care Hospital","Internal Medicine","Infectious Disease","VANDERBILT UNIVERSITY MEDICAL CENTER","KATIE WHITE","M.D, PH.D.","DAVIS",NULL,NULL
"1366571523","1538114434","38","52","23.615","32.298","General Acute Care Hospital","Family Medicine",NULL,"HENDERSONVILLE HOSPITAL CORPORATION","KIMBERLY SNYDER","MD","JEAN",NULL,NULL
"1366571523","1447571658","162","269","19.52","33.191","General Acute Care Hospital","Family Medicine",NULL,"SUMNER REGIONAL MEDICAL CENTER LLC","KIMBERLY SNYDER","MD","JEAN",NULL,NULL
"1598812455","1629025648","321","921","10.53","32.188","General Acute Care Hospital","Internal Medicine","Endocrinology, Diabetes & Metabolism","SAINT THOMAS WEST HOSPITAL","EMILY NEELY","MD","P",NULL,NULL
"1598812455","1780778969","85","98","45.469","63.237","General Acute Care Hospital","Internal Medicine","Endocrinology, Diabetes & Metabolism","SAINT THOMAS WEST HOSPITAL","EMILY NEELY","MD","P",NULL,NULL
"1992897326","1396882205","439","929","5.259","13.307","General Acute Care Hospital","Internal Medicine","Nephrology","VANDERBILT UNIVERSITY MEDICAL CENTER","JULIA LEWIS","MD",NULL,NULL,NULL
"1992897326","1265445506","29","54","26.148","46.542","General Acute Care Hospital","Internal Medicine","Nephrology","WILLIAMSON COUNTY HOSPITAL DISTRICT","JULIA LEWIS","MD",NULL,NULL,NULL
"1346339710","1396882205","59","65","1.446","7.82","General Acute Care Hospital","Internal Medicine",NULL,"VANDERBILT UNIVERSITY MEDICAL CENTER","CHARLENE DEWEY","MD",NULL,NULL,NULL
"1538103692","1982650024","90","123","32.415","53.159","General Acute Care Hospital","Internal Medicine",NULL,"HCA HEALTH SERVICES OF TENNESSEE, INC.","JOHN WILLIAMS","M.D.","A",NULL,NULL
"1538103692","1396882205","169","246","32.74","45.937","General Acute Care Hospital","Internal Medicine",NULL,"VANDERBILT UNIVERSITY MEDICAL CENTER","JOHN WILLIAMS","M.D.","A",NULL,NULL
"1538103692","1629025648","107","138","44.152","61.725","General Acute Care Hospital","Internal Medicine",NULL,"SAINT THOMAS WEST HOSPITAL","JOHN WILLIAMS","M.D.","A",NULL,NULL
"1538103692","1780778969","288","506","24.976","45.17","General Acute Care Hospital","Internal Medicine",NULL,"SAINT THOMAS WEST HOSPITAL","JOHN WILLIAMS","M.D.","A",NULL,NULL
"1538103692","1023055126","127","157","47.414","64.018","General Acute Care Hospital","Internal Medicine",NULL,"HCA HEALTH SERVICES OF TENNESSEE, INC.","JOHN WILLIAMS","M.D.","A",NULL,NULL
"1609840131","1295780476","76","122","31.967","40.602","General Acute Care Hospital","Family Medicine",NULL,"HTI MEMORIAL HOSPITAL CORPORATION","PETER GELESKIE","M.D.","T.","DR.",NULL
"1003813874","1912388422","73","173","3.04","19.876","Psychiatric Unit","Internal Medicine",NULL,"SAINT THOMAS RIVER PARK HOSPITAL, LLC","KEITH WEBB","MD","PHILLIP",NULL,NULL
"1003813874","1710368220","119","234","2.88","18.189","Rehabilitation Unit","Internal Medicine",NULL,"SAINT THOMAS RIVER PARK HOSPITAL, LLC","KEITH WEBB","MD","PHILLIP",NULL,NULL
"1003813874","1508247016","384","835","2.339","16.804","Medicare Defined Swing Bed Unit","Internal Medicine",NULL,"SAINT THOMAS RIVER PARK HOSPITAL, LLC","KEITH WEBB","MD","PHILLIP",NULL,NULL
"1003813874","1518346469","442","815","5.293","25.236","General Acute Care Hospital","Internal Medicine",NULL,"SAINT THOMAS RIVER PARK HOSPITAL, LLC","KEITH WEBB","MD","PHILLIP",NULL,NULL
"1396737177","1932170750","34","62","28.129","55.508","General Acute Care Hospital","Internal Medicine","Nephrology","SHELBYVILLE HOSPITAL COMPANY LLC","BHABENDRA PUTATUNDA","M.D.","N.",NULL,NULL
"1396737177","1396882205","25","60","27.933","40.593","General Acute Care Hospital","Internal Medicine","Nephrology","VANDERBILT UNIVERSITY MEDICAL CENTER","BHABENDRA PUTATUNDA","M.D.","N.",NULL,NULL
"1396737177","1164590386","116","142","4.021","19.938","General Acute Care Hospital","Internal Medicine","Nephrology","SAINT THOMAS RUTHERFORD HOSPITAL","BHABENDRA PUTATUNDA","M.D.","N.",NULL,NULL
"1396737177","1306889597","20","52","15.269","27.34","General Acute Care Hospital","Internal Medicine","Nephrology","VANDERBILT UNIVERSITY MEDICAL CENTER","BHABENDRA PUTATUNDA","M.D.","N.",NULL,NULL
"1477963999","1295780476","236","504","0","0","General Acute Care Hospital","Internal Medicine",NULL,"HTI MEMORIAL HOSPITAL CORPORATION","JOSHUA DONEGAN","MD","WAYNE","DR.",NULL
"1518919000","1164590386","237","380","33.576","54.807","General Acute Care Hospital","Internal Medicine","Hematology & Oncology","SAINT THOMAS RUTHERFORD HOSPITAL","JOHN ZUBKUS","MD","D",NULL,NULL
"1518919000","1992776405","181","396","20.669","37.949","General Acute Care Hospital","Internal Medicine","Hematology & Oncology","HCA HEALTH SERVICES OF TENNESSEE, INC.","JOHN ZUBKUS","MD","D",NULL,NULL
"1699834903","1467763458","98","118","0","0","General Acute Care Hospital","Family Medicine",NULL,"TROUSDALE MEDICAL CENTER LLC","FLOYD REED","MD",NULL,NULL,"JR."
"1124096904","1164590386","385","664","16.292","43.028","General Acute Care Hospital","Internal Medicine","Pulmonary Disease","SAINT THOMAS RUTHERFORD HOSPITAL","RAY JOHNSON","MD, FCCP","CHARLES",NULL,NULL
"1518068832","1396882205","136","153","4.242","19.705","General Acute Care Hospital","Internal Medicine","Interventional Cardiology","VANDERBILT UNIVERSITY MEDICAL CENTER","JOSEPH SALLOUM","M.D.","GEORGE","DR.",NULL
"1003876236","1720032345","357","672","16.321","40.419","General Acute Care Hospital","Internal Medicine","Pulmonary Disease","HCA HEALTH SERVICES OF TENNESSEE, INC.","KARL KUHN","MD","P",NULL,NULL
"1073605481","1396882205","32","71","2.366","18.318","General Acute Care Hospital","Pediatrics","Pediatric Cardiology","VANDERBILT UNIVERSITY MEDICAL CENTER","FRANK FISH","MD",NULL,NULL,NULL
"1053519785","1982650024","1419","2153","6.467","27.079","General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","HCA HEALTH SERVICES OF TENNESSEE, INC.","JONATHAN HODA","M.D.","ANDREW","DR.",NULL
"1053519785","1396882205","137","156","49.84","60.341","General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","VANDERBILT UNIVERSITY MEDICAL CENTER","JONATHAN HODA","M.D.","ANDREW","DR.",NULL
"1053519785","1295780476","55","61","46.623","57.758","General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","HTI MEMORIAL HOSPITAL CORPORATION","JONATHAN HODA","M.D.","ANDREW","DR.",NULL
"1053519785","1316379738","85","86","27.93","43.68","Rehabilitation Unit","Internal Medicine","Cardiovascular Disease","HCA HEALTH SERVICES OF TENNESSEE, INC.","JONATHAN HODA","M.D.","ANDREW","DR.",NULL
"1053519785","1023055126","147","166","43.133","58.558","General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","HCA HEALTH SERVICES OF TENNESSEE, INC.","JONATHAN HODA","M.D.","ANDREW","DR.",NULL
"1053519785","1164469227","96","103","26.563","54.567","General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","HCA HEALTH SERVICES OF TENNESSEE, INC.","JONATHAN HODA","M.D.","ANDREW","DR.",NULL
"1174718480","1164590386","358","671","0.04","1.042","General Acute Care Hospital","Internal Medicine",NULL,"SAINT THOMAS RUTHERFORD HOSPITAL","DIANA KOOPER","M.D.","CONSTANZA",NULL,NULL
"1679689285","1982650024","82","89","49.258","66.882","General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","HCA HEALTH SERVICES OF TENNESSEE, INC.","TRACY CALLISTER","M.D.","Q.",NULL,NULL
"1679689285","1396882205","246","275","49.844","54.922","General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","VANDERBILT UNIVERSITY MEDICAL CENTER","TRACY CALLISTER","M.D.","Q.",NULL,NULL
"1679689285","1538114434","1602","2651","8.489","31.383","General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","HENDERSONVILLE HOSPITAL CORPORATION","TRACY CALLISTER","M.D.","Q.",NULL,NULL
"1679689285","1447571658","678","833","28.921","54.508","General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","SUMNER REGIONAL MEDICAL CENTER LLC","TRACY CALLISTER","M.D.","Q.",NULL,NULL
"1679689285","1417938846","146","185","38.259","49.242","General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","MACON COUNTY GENERAL HOSPITAL, INC.","TRACY CALLISTER","M.D.","Q.",NULL,NULL
"1679689285","1669567897","816","1324","11.971","31.486","General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","NORTHCREST MEDICAL CENTER","TRACY CALLISTER","M.D.","Q.",NULL,NULL
"1871521922","1396882205","46","62","39.581","38.889","General Acute Care Hospital","Internal Medicine",NULL,"VANDERBILT UNIVERSITY MEDICAL CENTER","SONAL GUPTA","M.D.","S",NULL,NULL
"1871521922","1265445506","69","98","37.265","45.756","General Acute Care Hospital","Internal Medicine",NULL,"WILLIAMSON COUNTY HOSPITAL DISTRICT","SONAL GUPTA","M.D.","S",NULL,NULL
"1306827605","1982650024","208","355","25.158","40.262","General Acute Care Hospital","Family Medicine",NULL,"HCA HEALTH SERVICES OF TENNESSEE, INC.","MINDI HAMBY","MD",NULL,NULL,NULL
"1306827605","1396882205","33","50","44.76","56.898","General Acute Care Hospital","Family Medicine",NULL,"VANDERBILT UNIVERSITY MEDICAL CENTER","MINDI HAMBY","MD",NULL,NULL,NULL
"1548378805","1396882205","41","79","38.57","42.845","General Acute Care Hospital","Family Medicine",NULL,"VANDERBILT UNIVERSITY MEDICAL CENTER","JEFFREY SUPPINGER","M.D.","ANDREW",NULL,NULL
"1548378805","1265445506","201","422","8.685","26.266","General Acute Care Hospital","Family Medicine",NULL,"WILLIAMSON COUNTY HOSPITAL DISTRICT","JEFFREY SUPPINGER","M.D.","ANDREW",NULL,NULL
"1750384780","1396882205","30","54","35.759","39.998","General Acute Care Hospital","Family Medicine",NULL,"VANDERBILT UNIVERSITY MEDICAL CENTER","JULIE PERRIGIN","MD","A","DR.",NULL
"1750384780","1871530832","235","397","17.693","36.893","General Acute Care Hospital","Family Medicine",NULL,"CENTRAL TENNESSEE HOSPITAL CORPORATION","JULIE PERRIGIN","MD","A","DR.",NULL
"1639112048","1023055126","216","320","0.113","0.751","General Acute Care Hospital","Internal Medicine",NULL,"HCA HEALTH SERVICES OF TENNESSEE, INC.","PHILIP KUO","MD","S",NULL,NULL
"1679546717","1982650024","160","220","39.741","50.669","General Acute Care Hospital","Internal Medicine","Interventional Cardiology","HCA HEALTH SERVICES OF TENNESSEE, INC.","TIMOTHY KRETH","M.D","KERWIN","MR.",NULL
"1679546717","1629025648","46","51","15.608","34.431","General Acute Care Hospital","Internal Medicine","Interventional Cardiology","SAINT THOMAS WEST HOSPITAL","TIMOTHY KRETH","M.D","KERWIN","MR.",NULL
"1679546717","1023061520","49","53","2.302","14.768","General Acute Care Hospital","Internal Medicine","Interventional Cardiology","SRHS HOLDINGS LLC","TIMOTHY KRETH","M.D","KERWIN","MR.",NULL
"1679546717","1922319037","104","143","7.552","24.115","General Acute Care Hospital","Internal Medicine","Interventional Cardiology","RIVERVIEW MEDICAL CENTER LLC","TIMOTHY KRETH","M.D","KERWIN","MR.",NULL
"1679546717","1780778969","113","132","10.553","26.134","General Acute Care Hospital","Internal Medicine","Interventional Cardiology","SAINT THOMAS WEST HOSPITAL","TIMOTHY KRETH","M.D","KERWIN","MR.",NULL
"1659362002","1396882205","306","408","2.206","17.145","General Acute Care Hospital","Internal Medicine","Endocrinology, Diabetes & Metabolism","VANDERBILT UNIVERSITY MEDICAL CENTER","ANDREA UTZ","MD, PHD","LYNN","DR.",NULL
"1881624450","1396882205","79","126","38.024","55.788","General Acute Care Hospital","Family Medicine",NULL,"VANDERBILT UNIVERSITY MEDICAL CENTER","THOMAS HELTON","MD","MICHAEL","DR.",NULL
"1881624450","1164590386","294","591","14.575","32.488","General Acute Care Hospital","Family Medicine",NULL,"SAINT THOMAS RUTHERFORD HOSPITAL","THOMAS HELTON","MD","MICHAEL","DR.",NULL
"1881624450","1992776405","56","74","28.081","41.377","General Acute Care Hospital","Family Medicine",NULL,"HCA HEALTH SERVICES OF TENNESSEE, INC.","THOMAS HELTON","MD","MICHAEL","DR.",NULL
"1821180241","1396882205","445","1025","1.567","12.344","General Acute Care Hospital","Internal Medicine",NULL,"VANDERBILT UNIVERSITY MEDICAL CENTER","WILLIAM MAYNARD","MD",NULL,NULL,NULL
"1184615809","1629025648","54","76","22.447","40.798","General Acute Care Hospital","Internal Medicine",NULL,"SAINT THOMAS WEST HOSPITAL","ROSE PAYNE","M.D.","A",NULL,NULL
"1306111497","1861479545","175","411","8.917","19.928","General Acute Care Hospital","Family Medicine",NULL,"MAURY REGIONAL HOSPITAL","BROOK HELMER","M.D.",NULL,NULL,NULL
"1356592778","1164590386","424","916","0","0","General Acute Care Hospital","Internal Medicine",NULL,"SAINT THOMAS RUTHERFORD HOSPITAL","VICTORIA OKAFOR","MD","NKEM","DR.",NULL
"1154313708","1396882205","51","61","40.279","42.492","General Acute Care Hospital","Internal Medicine","Nephrology","VANDERBILT UNIVERSITY MEDICAL CENTER","B. DUNN","M.D.","RENTZ",NULL,"JR."
"1154313708","1215937982","89","1009","0.248","5.995","Long Term Care Hospital","Internal Medicine","Nephrology","SELECT SPECIALTY HOSPITAL - NASHVILLE LLC","B. DUNN","M.D.","RENTZ",NULL,"JR."
"1154313708","1629025648","47","76","33.645","55.239","General Acute Care Hospital","Internal Medicine","Nephrology","SAINT THOMAS WEST HOSPITAL","B. DUNN","M.D.","RENTZ",NULL,"JR."
"1154313708","1538114434","75","101","17.327","33.467","General Acute Care Hospital","Internal Medicine","Nephrology","HENDERSONVILLE HOSPITAL CORPORATION","B. DUNN","M.D.","RENTZ",NULL,"JR."
"1154313708","1295780476","223","401","9.773","25.738","General Acute Care Hospital","Internal Medicine","Nephrology","HTI MEMORIAL HOSPITAL CORPORATION","B. DUNN","M.D.","RENTZ",NULL,"JR."
"1154313708","1780778969","160","444","13.856","36.23","General Acute Care Hospital","Internal Medicine","Nephrology","SAINT THOMAS WEST HOSPITAL","B. DUNN","M.D.","RENTZ",NULL,"JR."
"1154313708","1023055126","85","123","41.886","55.09","General Acute Care Hospital","Internal Medicine","Nephrology","HCA HEALTH SERVICES OF TENNESSEE, INC.","B. DUNN","M.D.","RENTZ",NULL,"JR."
"1700959871","1396882205","78","122","45.139","45.083","General Acute Care Hospital","Internal Medicine",NULL,"VANDERBILT UNIVERSITY MEDICAL CENTER","ROBERT QUINN","MD","SEAN",NULL,NULL
"1700959871","1023055126","110","147","39.442","46.465","General Acute Care Hospital","Internal Medicine",NULL,"HCA HEALTH SERVICES OF TENNESSEE, INC.","ROBERT QUINN","MD","SEAN",NULL,NULL
"1144535634","1396882205","158","210","3.195","8.184","General Acute Care Hospital","Internal Medicine",NULL,"VANDERBILT UNIVERSITY MEDICAL CENTER","FRANCIS GIOVANNI BALUCAN","MD","S",NULL,NULL
"1255370029","1396882205","63","101","43.713","54.801","General Acute Care Hospital","Internal Medicine",NULL,"VANDERBILT UNIVERSITY MEDICAL CENTER","ROGER HODGE","M.D.","A.",NULL,NULL
"1255370029","1629025648","221","344","28.991","46.452","General Acute Care Hospital","Internal Medicine",NULL,"SAINT THOMAS WEST HOSPITAL","ROGER HODGE","M.D.","A.",NULL,NULL
"1255370029","1780778969","47","63","36.889","50.462","General Acute Care Hospital","Internal Medicine",NULL,"SAINT THOMAS WEST HOSPITAL","ROGER HODGE","M.D.","A.",NULL,NULL
"1356325237","1396882205","32","60","38.567","32.858","General Acute Care Hospital","Internal Medicine",NULL,"VANDERBILT UNIVERSITY MEDICAL CENTER","RANDY FULLERTON","M.D.","CURTIS",NULL,NULL
"1356325237","1780778969","92","118","28.517","45.809","General Acute Care Hospital","Internal Medicine",NULL,"SAINT THOMAS WEST HOSPITAL","RANDY FULLERTON","M.D.","CURTIS",NULL,NULL
"1255488052","1396882205","763","997","42.938","54.504","General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","VANDERBILT UNIVERSITY MEDICAL CENTER","BRENT ANDERSON","MD",NULL,NULL,NULL
"1255488052","1265445506","1205","1703","11.117","35.797","General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","WILLIAMSON COUNTY HOSPITAL DISTRICT","BRENT ANDERSON","MD",NULL,NULL,NULL
"1003198359","1164590386","345","359","0.017","0.317","General Acute Care Hospital","Internal Medicine",NULL,"SAINT THOMAS RUTHERFORD HOSPITAL","PETER MEADOWS","M.D.",NULL,NULL,NULL
"1831172618","1396882205","629","875","2.679","9.313","General Acute Care Hospital","Internal Medicine",NULL,"VANDERBILT UNIVERSITY MEDICAL CENTER","JAMES TOLLE","MD","JEROME","DR.",NULL
"1548317498","1720032345","49","68","8.5","26.045","General Acute Care Hospital","Internal Medicine","Nephrology","HCA HEALTH SERVICES OF TENNESSEE, INC.","JAMES WILBECK","MD","C",NULL,NULL
"1548317498","1396882205","215","328","40.439","51.745","General Acute Care Hospital","Internal Medicine","Nephrology","VANDERBILT UNIVERSITY MEDICAL CENTER","JAMES WILBECK","MD","C",NULL,NULL
"1548317498","1265445506","436","1056","11.833","31.375","General Acute Care Hospital","Internal Medicine","Nephrology","WILLIAMSON COUNTY HOSPITAL DISTRICT","JAMES WILBECK","MD","C",NULL,NULL
"1548317498","1629025648","51","69","39.841","45.519","General Acute Care Hospital","Internal Medicine","Nephrology","SAINT THOMAS WEST HOSPITAL","JAMES WILBECK","MD","C",NULL,NULL
"1548317498","1942676432","47","172","4.081","21.015","Rehabilitation Hospital","Internal Medicine","Nephrology","ENCOMPASS HEALTH REHABILITATION HOSPITAL OF FRANKLIN, LLC","JAMES WILBECK","MD","C",NULL,NULL
"1548317498","1932146032","45","51","28.588","57.008","General Acute Care Hospital","Internal Medicine","Nephrology","HCA HEALTH SERVICES OF TENNESSEE, INC.","JAMES WILBECK","MD","C",NULL,NULL
"1548317498","1780778969","64","91","41.198","58.823","General Acute Care Hospital","Internal Medicine","Nephrology","SAINT THOMAS WEST HOSPITAL","JAMES WILBECK","MD","C",NULL,NULL
"1548317498","1861479545","83","124","46.831","62.92","General Acute Care Hospital","Internal Medicine","Nephrology","MAURY REGIONAL HOSPITAL","JAMES WILBECK","MD","C",NULL,NULL
"1548317498","1023055126","310","447","13.765","37.013","General Acute Care Hospital","Internal Medicine","Nephrology","HCA HEALTH SERVICES OF TENNESSEE, INC.","JAMES WILBECK","MD","C",NULL,NULL
"1174500896","1669567897","145","188","0","0","General Acute Care Hospital","Internal Medicine","Pulmonary Disease","NORTHCREST MEDICAL CENTER","RONNIE JACKSON","MD","LEE","MR.",NULL
"1710058136","1861479545","228","1174","0.373","3.704","General Acute Care Hospital","Internal Medicine","Infectious Disease","MAURY REGIONAL HOSPITAL","DEBORAH GOLDSMITH","MD","L",NULL,NULL
"1942203963","1396882205","92","122","49.467","48.899","General Acute Care Hospital","Internal Medicine","Advanced Heart Failure and Transplant Cardiology","VANDERBILT UNIVERSITY MEDICAL CENTER","STACY DAVIS","M.D.","FAITH",NULL,NULL
"1942203963","1780778969","686","1234","6.176","28.266","General Acute Care Hospital","Internal Medicine","Advanced Heart Failure and Transplant Cardiology","SAINT THOMAS WEST HOSPITAL","STACY DAVIS","M.D.","FAITH",NULL,NULL
"1962645259","1982650024","40","65","35.969","49.982","General Acute Care Hospital","Family Medicine",NULL,"HCA HEALTH SERVICES OF TENNESSEE, INC.","TAURA LONG","MD","L",NULL,NULL
"1104933738","1538114434","1115","1686","13.475","39.635","General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","HENDERSONVILLE HOSPITAL CORPORATION","JUNG LEE","M.D.","H.",NULL,NULL
"1104933738","1447571658","843","1161","21.566","47.013","General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","SUMNER REGIONAL MEDICAL CENTER LLC","JUNG LEE","M.D.","H.",NULL,NULL
"1104933738","1467763458","72","121","41.471","53.223","General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","TROUSDALE MEDICAL CENTER LLC","JUNG LEE","M.D.","H.",NULL,NULL
"1104933738","1417938846","420","872","11.048","35.217","General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","MACON COUNTY GENERAL HOSPITAL, INC.","JUNG LEE","M.D.","H.",NULL,NULL
"1104933738","1669567897","113","138","25.884","46.708","General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","NORTHCREST MEDICAL CENTER","JUNG LEE","M.D.","H.",NULL,NULL
"1104933738","1285644237","91","92","44.196","63.773","General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","SUMNER REGIONAL HEALTH SYSTEMS, INC","JUNG LEE","M.D.","H.",NULL,NULL
"1831289255","1629025648","667","1212","8.509","29.048","General Acute Care Hospital","Internal Medicine","Pulmonary Disease","SAINT THOMAS WEST HOSPITAL","STACEY VALLEJO","M.D.","LOUISE",NULL,NULL
"1750444139","1447571658","141","247","27.98","46.481","General Acute Care Hospital","Family Medicine",NULL,"SUMNER REGIONAL MEDICAL CENTER LLC","HENRY LAU","MD","S",NULL,NULL
"1144383738","1538114434","55","81","23.074","32.686","General Acute Care Hospital","Internal Medicine",NULL,"HENDERSONVILLE HOSPITAL CORPORATION","PAUL DAUGHERTY","MD","S",NULL,NULL
"1144383738","1447571658","33","58","24.069","29.749","General Acute Care Hospital","Internal Medicine",NULL,"SUMNER REGIONAL MEDICAL CENTER LLC","PAUL DAUGHERTY","MD","S",NULL,NULL
"1144383738","1295780476","64","100","19.54","30.691","General Acute Care Hospital","Internal Medicine",NULL,"HTI MEMORIAL HOSPITAL CORPORATION","PAUL DAUGHERTY","MD","S",NULL,NULL
"1861485039","1538114434","34","54","31.389","40.696","General Acute Care Hospital","Family Medicine",NULL,"HENDERSONVILLE HOSPITAL CORPORATION","KENNETH CASE","M.D.","R","DR.",NULL
"1861485039","1447571658","171","391","19.056","41.399","General Acute Care Hospital","Family Medicine",NULL,"SUMNER REGIONAL MEDICAL CENTER LLC","KENNETH CASE","M.D.","R","DR.",NULL
"1588738744","1447571658","69","114","24.535","42.804","General Acute Care Hospital","Family Medicine",NULL,"SUMNER REGIONAL MEDICAL CENTER LLC","JACK CAREY","MD","W",NULL,"JR."
"1588738744","1467763458","68","149","8.04","21.56","General Acute Care Hospital","Family Medicine",NULL,"TROUSDALE MEDICAL CENTER LLC","JACK CAREY","MD","W",NULL,"JR."
"1306040894","1396882205","105","190","2.511","8.743","General Acute Care Hospital","Internal Medicine",NULL,"VANDERBILT UNIVERSITY MEDICAL CENTER","CIARA SHAVER","MD, PHD","M.",NULL,NULL
"1386672335","1396882205","45","63","3.571","6.662","General Acute Care Hospital","Internal Medicine","Infectious Disease","VANDERBILT UNIVERSITY MEDICAL CENTER","ROBERT LATHAM","MD","H",NULL,NULL
"1164832648","1164590386","448","844","0","0","General Acute Care Hospital","Internal Medicine",NULL,"SAINT THOMAS RUTHERFORD HOSPITAL","MARIAN BEKHIT",NULL,NULL,NULL,NULL
"1255355277","1538114434","61","83","47.916","53.654","General Acute Care Hospital","Family Medicine",NULL,"HENDERSONVILLE HOSPITAL CORPORATION","ROBERT KRAUTH","MD","J",NULL,NULL
"1255355277","1295780476","49","68","34.706","47.508","General Acute Care Hospital","Family Medicine",NULL,"HTI MEMORIAL HOSPITAL CORPORATION","ROBERT KRAUTH","MD","J",NULL,NULL
"1255355277","1780778969","39","54","40.722","56.092","General Acute Care Hospital","Family Medicine",NULL,"SAINT THOMAS WEST HOSPITAL","ROBERT KRAUTH","MD","J",NULL,NULL
"1174670962","1396882205","400","1233","0.607","5.014","General Acute Care Hospital","Internal Medicine",NULL,"VANDERBILT UNIVERSITY MEDICAL CENTER","BENJAMIN WOMACK","MD","DOUGLAS",NULL,NULL
"1538150289","1780778969","38","56","34.036","43.838","General Acute Care Hospital","Internal Medicine",NULL,"SAINT THOMAS WEST HOSPITAL","ROBERT CROWDER","M.D.","A",NULL,"JR."
"1821069501","1396882205","26","53","21.887","31.043","General Acute Care Hospital","Internal Medicine",NULL,"VANDERBILT UNIVERSITY MEDICAL CENTER","TERESA WILLIAMS","M.D.","MARIE",NULL,NULL
"1821069501","1669567897","138","537","5.047","19.575","General Acute Care Hospital","Internal Medicine",NULL,"NORTHCREST MEDICAL CENTER","TERESA WILLIAMS","M.D.","MARIE",NULL,NULL
"1134203243","1396882205","381","688","6.82","23.767","General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","VANDERBILT UNIVERSITY MEDICAL CENTER","REBECCA HUNG","MD","RAE",NULL,NULL
"1134203243","1861479545","94","225","17.298","43.152","General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","MAURY REGIONAL HOSPITAL","REBECCA HUNG","MD","RAE",NULL,NULL
"1417011008","1396882205","33","67","29.507","37.906","General Acute Care Hospital","Internal Medicine",NULL,"VANDERBILT UNIVERSITY MEDICAL CENTER","GILBERT BAZALDUA","M.D.",NULL,"DR.",NULL
